371664,0.96,-10.45,-1.19,-0.11,-0.34,0.03,19.84,10.56125939
371766,-1.7,-9.79,1.56,-0.02,0.5,0,19.85,10.05821555
371868,-1.95,-9.54,2.67,-0.14,-0.51,0.03,19.85,10.09668262
371970,0.91,-10.62,-1.94,-0.04,0.31,0.02,19.84,10.83402511
372072,-3.54,-9.1,4.05,-0.08,-0.02,0.01,19.84,10.57090819
372174,0.94,-10.45,-0.95,-0.11,-0.43,0.04,19.85,10.53511272
372276,-1.75,-9.76,1.65,0,0.56,0.01,19.83,10.05199483
372378,-2.09,-9.36,2.97,-0.14,-0.56,0.03,19.84,10.0398506
372480,1.66,-10.51,-2.71,-0.04,0.21,0.03,19.85,10.97997268
372582,-3.68,-8.92,3.97,-0.05,0.15,0.01,19.84,10.4340644
372684,0.8,-10.27,-0.5,-0.13,-0.51,0.04,19.84,10.31323906
372786,-1.18,-9.99,0.88,0.01,0.59,0,19.84,10.09786611
372888,-2.95,-9.15,3.49,-0.14,-0.45,0.02,19.83,10.22766347
372990,1.77,-10.64,-2.61,-0.06,0.1,0.02,19.84,11.09750422
373090,-3.74,-8.94,4.21,-0.06,0.07,0.01,19.84,10.56576074
373192,1.15,-10.41,-1.13,-0.13,-0.45,0.03,19.84,10.53411126
373294,-1.67,-9.75,1.69,0,0.59,0,19.84,10.03531265
373396,-2.29,-9.37,3.19,-0.15,-0.56,0.03,19.85,10.15958168
373498,1.71,-10.62,-2.74,-0.04,0.18,0.03,19.85,11.10027477
373600,-3.64,-8.89,3.98,-0.05,0.17,0.01,19.84,10.39817772
373702,0.71,-10.17,-0.4,-0.13,-0.5,0.04,19.84,10.20259771
373804,-1.17,-9.85,0.93,0.01,0.58,0.01,19.84,9.962745606
373906,-2.9,-9.09,3.31,-0.14,-0.43,0.02,19.84,10.09921779
374008,1.63,-10.69,-2.49,-0.05,0.09,0.03,19.85,11.0965355
374110,-3.54,-9.18,3.76,-0.04,0.23,0,19.84,10.53288185
374212,-0.06,-10.13,0.39,-0.13,-0.56,0.03,19.84,10.13768218
374314,-0.28,-10.32,-0.33,-0.02,0.56,0,19.84,10.32907063
374414,-2.58,-9.3,3.2,-0.14,-0.48,0.02,19.85,10.16791031
374516,1.48,-10.72,-2.53,-0.05,0.16,0.02,19.84,11.1134918
374618,-3.58,-9.09,4.02,-0.05,0.15,0.01,19.84,10.56432203
374720,0.73,-10.27,-0.4,-0.12,-0.5,0.04,19.84,10.30367895
374822,-0.66,-10.03,0.08,0,0.59,0.01,19.84,10.05200975
374924,-2.94,-8.96,3.37,-0.13,-0.46,0.02,19.84,10.01409507
375026,1.89,-10.52,-2.62,-0.05,0.07,0.03,19.84,11.00485802
375128,-3.62,-8.99,3.92,-0.03,0.29,0.01,19.85,10.45422881
375230,-0.25,-10.05,0.66,-0.15,-0.62,0.04,19.86,10.07475062
375332,0.09,-10.46,-0.7,0,0.55,0.01,19.84,10.48378271
375434,-3.46,-8.99,4.08,-0.12,-0.34,0.01,19.85,10.46126665
375536,1.72,-10.59,-2.13,-0.07,-0.13,0.03,19.86,10.93816255
375636,-3.65,-9.1,4.01,-0.05,0.2,0,19.85,10.59304489
375738,0.22,-10.23,0.18,-0.14,-0.57,0.04,19.84,10.23394841
375840,-0.69,-10.16,0.04,0,0.59,0.01,19.85,10.18348172
375942,-2.83,-9.28,3.17,-0.13,-0.4,0.02,19.85,10.20667429
376044,1.43,-10.69,-2.43,-0.05,0.1,0.03,19.84,11.0555823
376146,-3.17,-9.21,3.63,-0.04,0.25,0.01,19.85,10.39470538
376248,0.11,-10.1,0.1,-0.12,-0.48,0.04,19.84,10.101094
376350,-0.99,-9.89,0.35,-0.02,0.5,0.01,19.84,9.945586961
376452,-2.25,-9.17,2.41,-0.12,-0.42,0.03,19.84,9.744716517
376554,1.11,-10.35,-1.91,-0.05,0.11,0.03,19.85,10.58313281
376656,-3.19,-9.08,3.78,-0.05,0.1,0.01,19.85,10.33977272
376758,0.56,-10.13,-0.49,-0.12,-0.4,0.03,19.84,10.15729295
376860,-1.41,-9.73,0.9,-0.01,0.48,0,19.85,9.872740248
376962,-1.87,-9.43,2.29,-0.14,-0.48,0.02,19.85,9.882605932
377062,-0.19,-10.3,-0.5,-0.01,0.45,0.01,19.84,10.313879
377164,-3.1,-9.16,4.01,-0.11,-0.22,0.01,19.84,10.46879649
377266,1.05,-10.58,-1.64,-0.06,-0.05,0.02,19.85,10.75771816
377368,-2.96,-9.32,2.96,-0.05,0.26,0,19.84,10.21692713
377470,-0.36,-10.05,0.22,-0.13,-0.47,0.03,19.85,10.05885182
377572,-0.62,-10.17,-0.23,-0.02,0.48,0,19.84,10.19147683
377674,-2.67,-9.33,3.27,-0.12,-0.37,0.02,19.84,10.24063963
377776,1.07,-10.64,-1.82,-0.05,0.11,0.02,19.84,10.84743749
377878,-3.24,-9.27,3.44,-0.04,0.22,0.01,19.84,10.4050036
377980,0.25,-10.26,-0.02,-0.12,-0.47,0.04,19.84,10.26306484
378082,-1.13,-10,0.56,-0.01,0.51,0.01,19.84,10.07921128
378184,-2.66,-9.2,3.07,-0.13,-0.41,0.02,19.83,10.05686333
378286,1.36,-10.46,-2.25,-0.05,0.12,0.03,19.84,10.78534654
378386,-3.41,-8.98,3.79,-0.08,-0.06,0.02,19.84,10.32630621
378488,1,-10.23,-1.3,-0.11,-0.35,0.04,19.85,10.36064187
378590,-2,-9.43,2.18,-0.01,0.47,0.01,19.85,9.883182686
378692,-1.5,-9.49,2.46,-0.14,-0.55,0.03,19.85,9.91774672
378794,0.85,-10.48,-2.03,-0.03,0.31,0.02,19.85,10.70858534
378896,-3.41,-8.97,3.75,-0.08,-0.05,0.01,19.86,10.302985
378998,1.18,-10.41,-1.52,-0.1,-0.28,0.03,19.84,10.58635442
379100,-2.26,-9.6,2.68,-0.02,0.48,0,19.84,10.22007828
