274698,-0.48,-10.1,-0.48,-0.05,0.07,0.02,19.98,10.12278618
274800,-1.8,-9.37,2.27,-0.09,-0.14,0.01,19.98,9.807639879
274902,-0.64,-10.32,-0.45,-0.05,0.1,0.02,19.97,10.34961352
275004,-1.75,-9.4,2.14,-0.1,-0.16,0.01,19.99,9.798066136
275106,-0.79,-10.35,-0.05,-0.06,0.16,0.01,19.98,10.38022639
275208,-1.68,-9.49,2.21,-0.09,-0.2,0.02,19.97,9.887699429
275310,-0.78,-10.26,0.12,-0.05,0.2,0.01,19.98,10.29030612
275412,-1.49,-9.64,1.57,-0.09,-0.24,0.02,19.98,9.880010121
275514,-1.11,-10.08,0.15,-0.04,0.21,0.01,19.99,10.14204121
275616,-1.32,-9.75,1.63,-0.12,-0.25,0.03,19.99,9.973053695
275718,-1.25,-9.99,0.51,-0.04,0.22,0.01,19.98,10.0808085
275820,-1.01,-9.75,0.96,-0.11,-0.25,0.04,19.99,9.849071022
275922,-1.41,-9.79,1.2,-0.05,0.23,0.01,19.99,9.963543546
276022,-0.59,-9.94,0.16,-0.07,-0.19,0.04,19.99,9.958780046
276124,-1.78,-9.6,1.76,-0.05,0.13,0.01,20,9.920987854
276226,-0.5,-9.9,0,-0.08,-0.15,0.04,20,9.912618221
276328,-1.78,-9.45,1.99,-0.07,0.08,0.01,20,9.819928717
276430,-0.47,-9.9,-0.58,-0.09,-0.08,0.03,19.99,9.928106567
276532,-1.85,-9.28,2.33,-0.07,-0.01,0.01,19.99,9.745244994
276634,-0.48,-10.06,-0.36,-0.06,-0.04,0.03,19.99,10.07787676
276736,-1.89,-9.45,2.29,-0.08,-0.05,0.01,19.99,9.905488378
276838,-0.49,-10.3,-0.62,-0.04,0.05,0.02,19.99,10.33027105
276940,-1.81,-9.45,2.17,-0.1,-0.09,0.01,19.98,9.863442604
277042,-0.68,-10.37,-0.25,-0.06,0.11,0.01,19.99,10.39527777
277144,-1.75,-9.47,2.31,-0.09,-0.17,0.01,19.99,9.903509479
277246,-0.78,-10.3,-0.08,-0.06,0.17,0.01,19.99,10.32980155
277346,-1.3,-9.76,1.51,-0.09,-0.25,0.02,19.98,9.961310155
277448,-1.26,-10.02,0.44,-0.04,0.23,0.01,19.99,10.10849148
277550,-1.16,-9.87,1.37,-0.11,-0.25,0.03,19.99,10.03191906
277652,-1.36,-9.96,0.9,-0.04,0.22,0.01,19.99,10.09263098
277754,-0.93,-9.76,0.74,-0.11,-0.25,0.04,19.99,9.832095402
277856,-1.5,-9.7,1.3,-0.05,0.22,0.01,19.99,9.901010049
277958,-0.78,-9.69,0.64,-0.08,-0.25,0.04,19.99,9.742386771
278060,-1.64,-9.52,1.36,-0.05,0.21,0.01,20,9.755490762
278162,-0.6,-9.87,0.19,-0.1,-0.2,0.03,19.99,9.8900455
278264,-1.81,-9.5,1.54,-0.04,0.15,0,19.99,9.792737105
278366,-0.56,-9.95,0.26,-0.11,-0.19,0.03,19.98,9.969137375
278468,-1.9,-9.67,2,-0.05,0.11,0,19.99,10.05578938
278570,-0.49,-10.1,-0.21,-0.07,-0.13,0.03,19.99,10.11405952
278672,-1.83,-9.73,1.9,-0.07,0.11,0,20,10.08125984
278774,-0.5,-10.21,-0.34,-0.08,-0.09,0.03,19.99,10.22788835
278874,-1.96,-9.43,2.43,-0.08,-0.02,0.01,19.99,9.933347875
278976,-0.41,-10.31,-0.25,-0.08,0.03,0.03,20,10.32117726
279078,-1.97,-9.47,2.4,-0.08,-0.11,0.01,19.99,9.96603231
279180,-0.49,-10.22,-0.61,-0.05,0.07,0.03,20,10.24990732
279282,-1.88,-9.35,2.27,-0.09,-0.1,0.02,20,9.803560578
279384,-0.41,-10.13,-0.55,-0.05,0.1,0.03,19.99,10.15320147
279486,-1.9,-9.21,2.45,-0.09,-0.13,0.02,20,9.717849556
279588,-0.52,-10.16,-0.54,-0.06,0.12,0.02,19.99,10.18761994
279690,-1.98,-9.38,2.45,-0.08,-0.13,0.01,19.99,9.894811772
279792,-0.42,-10.28,-0.48,-0.05,0.1,0.02,19.99,10.29976699
279894,-1.98,-9.43,2.5,-0.1,-0.14,0.01,19.99,9.954662224
279996,-0.5,-10.35,-0.58,-0.05,0.12,0.02,19.99,10.37828984
280098,-2.03,-9.44,2.5,-0.09,-0.1,0.01,19.99,9.974191697
280200,-0.38,-10.35,-0.51,-0.07,0.09,0.02,20,10.36952265
280300,-1.95,-9.45,2.47,-0.09,-0.18,0.02,19.99,9.960215861
280402,-0.54,-10.31,-0.41,-0.05,0.14,0.02,19.99,10.33226984
280504,-1.95,-9.48,2.37,-0.09,-0.17,0.02,19.99,9.964426727
280606,-0.42,-10.36,-0.7,-0.05,0.11,0.03,20,10.39211239
280708,-2.03,-9.41,2.53,-0.09,-0.12,0.02,20,9.953386358
280810,-0.4,-10.25,-0.55,-0.05,0.09,0.03,19.99,10.2725362
280912,-1.96,-9.32,2.49,-0.09,-0.13,0.02,20,9.843988013
281014,-0.26,-10.08,-0.7,-0.06,0.05,0.03,20,10.10762089
281116,-1.98,-9.2,2.33,-0.08,-0.08,0.02,19.99,9.694807889
281218,-0.24,-10.03,-0.55,-0.06,0.04,0.03,19.99,10.04793511
281320,-1.98,-9.24,2.43,-0.08,-0.09,0.01,19.99,9.757197343
281422,-0.29,-10.17,-0.7,-0.06,0.01,0.03,19.98,10.19818611
281524,-1.99,-9.4,2.3,-0.08,-0.06,0.01,19.99,9.879782386
281626,-0.35,-10.3,-0.57,-0.05,0.03,0.02,19.99,10.3216956
