130886,-1.12,-9.83,0.47,-0.08,-0.09,0.05,20.23,9.904756433
130988,-1.09,-9.18,1.48,-0.08,-0.09,0.03,20.22,9.362205937
131090,-1.3,-9.65,1.17,-0.07,0.05,-0.01,20.24,9.807211632
131192,-1.31,-10.41,0.49,-0.06,0.07,0,20.24,10.5035375
131294,-1.22,-10.16,0.55,-0.08,-0.06,0.05,20.23,10.24775585
131396,-1.08,-9.32,1.27,-0.09,-0.1,0.03,20.22,9.46793008
131498,-1.19,-9.37,1.44,-0.07,0.03,-0.01,20.23,9.554402127
131600,-1.27,-10.19,0.48,-0.06,0.08,0,20.23,10.28004864
131702,-1.21,-10.28,0.43,-0.07,-0.03,0.04,20.22,10.35989382
131802,-1.08,-9.65,0.92,-0.08,-0.11,0.05,20.22,9.753732619
131904,-1.12,-9.21,1.63,-0.08,-0.05,0.01,20.22,9.419946921
132006,-1.25,-9.92,1.14,-0.07,0.07,-0.02,20.23,10.06322513
132108,-1.3,-10.52,0.23,-0.07,0.04,0.01,20.22,10.60251385
132210,-1.14,-9.91,0.49,-0.08,-0.08,0.05,20.22,9.987382039
132312,-1.08,-9.15,1.37,-0.08,-0.09,0.03,20.21,9.314816155
132414,-1.29,-9.52,1.25,-0.07,0.04,-0.01,20.22,9.687982246
132516,-1.3,-10.41,0.5,-0.06,0.07,0,20.22,10.5027663
132618,-1.26,-10.28,0.52,-0.07,-0.04,0.04,20.22,10.36997589
132720,-1.11,-9.39,1.13,-0.09,-0.11,0.04,20.22,9.522662443
132822,-1.1,-9.3,1.4,-0.08,-0.01,0,20.23,9.468896451
132924,-1.29,-10.07,0.79,-0.06,0.08,-0.02,20.22,10.1829809
133026,-1.24,-10.39,0.12,-0.06,0.02,0.03,20.21,10.46442067
133126,-1.09,-9.88,0.4,-0.07,-0.08,0.06,20.22,9.947989747
133228,-1.04,-9.23,1.25,-0.08,-0.1,0.04,20.22,9.372139564
133330,-1.29,-9.5,1.32,-0.07,0.04,-0.01,20.22,9.677628842
133432,-1.26,-10.32,0.64,-0.06,0.08,0,20.22,10.41631413
133534,-1.23,-10.28,0.42,-0.07,-0.04,0.04,20.21,10.36183864
133636,-1.08,-9.5,1.15,-0.09,-0.12,0.05,20.22,9.630103842
133738,-1.13,-9.23,1.45,-0.08,-0.01,0,20.21,9.411285778
133840,-1.28,-9.95,0.8,-0.06,0.09,-0.01,20.22,10.06384121
133942,-1.22,-10.43,0.13,-0.06,0.02,0.03,20.22,10.50191411
134044,-1.1,-9.69,0.88,-0.08,-0.11,0.05,20.21,9.791858863
134146,-1.13,-9.17,1.6,-0.08,-0.07,0.02,20.22,9.376875812
134248,-1.32,-9.73,1.23,-0.07,0.06,-0.02,20.2,9.895867825
134350,-1.32,-10.47,0.51,-0.07,0.06,0,20.21,10.56519758
134452,-1.19,-10.12,0.56,-0.07,-0.07,0.05,20.2,10.20510167
134552,-1.05,-9.46,1.05,-0.08,-0.11,0.05,20.21,9.575834167
134654,-1.13,-9.16,1.47,-0.08,-0.03,0.01,20.22,9.345769096
134756,-1.29,-9.96,0.98,-0.06,0.08,-0.01,20.22,10.09089193
134858,-1.25,-10.54,0.21,-0.06,0.03,0.02,20.2,10.61594084
134960,-1.11,-9.9,0.45,-0.08,-0.09,0.05,20.21,9.972191334
135062,-1.1,-9.22,1.62,-0.09,-0.08,0.02,20.22,9.425645866
135164,-1.32,-9.6,1.31,-0.07,0.04,-0.02,20.22,9.778471251
135266,-1.31,-10.42,0.65,-0.06,0.08,0,20.21,10.52211956
135368,-1.21,-10.27,0.35,-0.07,-0.03,0.05,20.21,10.34695607
135470,-1.05,-9.39,1.16,-0.08,-0.12,0.05,20.22,9.519464271
135572,-1.12,-9.23,1.47,-0.08,-0.03,0.01,20.22,9.41319287
135674,-1.26,-9.95,1.01,-0.06,0.08,-0.02,20.21,10.08018849
135776,-1.25,-10.49,0.24,-0.07,0.03,0.02,20.21,10.56693901
135878,-1.14,-9.9,0.63,-0.09,-0.09,0.05,20.22,9.985314216
135978,-1.09,-9.38,1.13,-0.09,-0.11,0.04,20.21,9.510488946
136080,-1.12,-9.25,1.49,-0.08,0,0,20.21,9.435941924
136182,-1.29,-10,0.69,-0.06,0.08,-0.01,20.21,10.10644349
136284,-1.24,-10.45,0.17,-0.06,0.02,0.03,20.21,10.52468527
136386,-1.12,-9.72,0.82,-0.08,-0.11,0.06,20.22,9.818614974
136488,-1.09,-9.17,1.57,-0.09,-0.07,0.02,20.21,9.367064642
136590,-1.3,-9.65,1.24,-0.08,0.05,-0.02,20.21,9.815808678
136692,-1.33,-10.45,0.56,-0.06,0.08,0,20.21,10.54917058
136794,-1.23,-10.14,0.6,-0.07,-0.06,0.05,20.21,10.2319353
136896,-1.07,-9.32,1.11,-0.08,-0.12,0.05,20.2,9.446660786
136998,-1.11,-9.26,1.38,-0.07,-0.02,0,20.21,9.427836443
137100,-1.28,-10.03,0.79,-0.06,0.09,-0.01,20.2,10.14215953
137202,-1.22,-10.44,0.21,-0.07,0.01,0.03,20.21,10.5131394
137304,-1.12,-9.76,0.8,-0.08,-0.1,0.05,20.21,9.856571412
137406,-1.13,-9.19,1.63,-0.08,-0.08,0.02,20.21,9.401590291
137506,-1.23,-9.39,1.42,-0.07,0.03,-0.01,20.2,9.576084795
137608,-1.26,-10.24,0.62,-0.06,0.08,0,20.2,10.33584056
137710,-1.22,-10.29,0.38,-0.07,-0.03,0.04,20.2,10.36903564
137812,-1.05,-9.46,1.16,-0.08,-0.12,0.05,20.21,9.588519177
137914,-1.12,-9.24,1.5,-0.08,-0.02,0,20.22,9.42772507
138016,-1.28,-10.01,0.97,-0.07,0.08,-0.02,20.21,10.13801756
138118,-1.23,-10.48,0.19,-0.07,0.02,0.03,20.2,10.55364392
138220,-1.09,-9.7,0.74,-0.08,-0.11,0.06,20.22,9.78906022
138322,-1.14,-9.16,1.66,-0.08,-0.07,0.02,20.2,9.37874192
138424,-1.31,-9.7,1.22,-0.07,0.06,-0.01,20.2,9.863797443
138526,-1.3,-10.44,0.38,-0.06,0.05,0.01,20.22,10.52748783
138628,-1.16,-10.02,0.57,-0.08,-0.08,0.05,20.2,10.1030144
138730,-1.09,-9.3,1.29,-0.09,-0.1,0.03,20.21,9.452100296
138832,-1.19,-9.37,1.4,-0.07,0.03,-0.01,20.21,9.548455372
138932,-1.31,-10.02,0.67,-0.06,0.09,-0.01,20.2,10.12745773
139034,-1.19,-10.35,0.07,-0.06,0,0.04,20.22,10.41842119
139136,-1.08,-9.59,1.08,-0.08,-0.11,0.05,20.21,9.710865049
139238,-1.15,-9.22,1.58,-0.08,-0.04,0.01,20.21,9.424823606
139340,-1.29,-9.92,1.1,-0.07,0.08,-0.02,20.22,10.06382134
139442,-1.26,-10.52,0.23,-0.07,0.04,0.02,20.2,10.59768371
139544,-1.11,-9.73,0.76,-0.08,-0.11,0.05,20.21,9.822555676
139646,-1.14,-9.15,1.68,-0.08,-0.08,0.02,20.21,9.372539677
139748,-1.32,-9.79,1.26,-0.06,0.07,-0.01,20.21,9.958619382
139850,-1.29,-10.45,0.45,-0.06,0.05,0.01,20.21,10.53893258
139952,-1.1,-9.89,0.39,-0.08,-0.1,0.05,20.21,9.958624403
140054,-1.1,-9.26,1.48,-0.08,-0.09,0.03,20.22,9.441821858
140156,-1.35,-9.65,1.33,-0.07,0.05,-0.01,20.21,9.834322549
