=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 18:36:36 =~=~=~=~=~=~=~=~=~=~=~=
100000,-0.18,1.49,-0.20
100000,-0.76,0.52,-0.59
100000,0.42,1.26,0.87
100000,-1.14,0.58,-1.42
100000,0.60,0.94,2.00
100000,-0.91,0.77,-1.53
100000,0.14,1.07,1.15
100000,-0.46,1.25,-0.95
100000,-0.36,0.58,-0.06
100000,0.05,1.32,0.15
100000,-0.89,0.59,-0.83
100000,0.49,1.19,1.30
100000,-1.11,0.58,-1.53
100000,0.57,0.93,1.97
100000,-0.90,0.91,-1.46
100000,0.09,0.94,1.01
100000,-0.39,1.13,-0.86
100000,-0.51,0.97,-0.16
100000,-0.01,1.59,0.20
100000,-0.89,0.41,-0.84
100000,0.55,1.10,1.45
100000,-1.09,0.65,-1.63
100000,0.47,1.01,1.82
100000,-0.74,0.92,-1.27
100000,-0.12,0.88,0.77
100000,-0.31,1.48,-0.45
100000,-0.65,0.42,-0.47
100000,0.35,1.27,0.60
100000,-1.05,0.52,-1.32
100000,0.64,1.06,1.83
100000,-1.03,0.72,-1.77
100000,0.42,0.94,1.78
100000,-0.69,0.98,-1.28
100000,-0.20,0.95,0.53
100000,-0.22,1.28,-0.39
100000,-0.70,0.68,-0.44
100000,0.27,1.53,0.58
100000,-1.01,0.41,-1.13
100000,0.62,1.10,1.64
100000,-1.06,0.65,-1.62
100000,0.42,1.08,1.76
100000,-0.68,0.95,-1.25
100000,-0.08,0.72,0.64
100000,-0.23,1.28,-0.39
100000,-0.71,0.70,-0.46
100000,0.24,1.45,0.59
100000,-1.00,0.48,-1.13
100000,0.63,1.04,1.78
100000,-1.07,0.78,-1.77
100000,0.37,1.02,1.51
100000,-0.59,1.00,-1.19
100000,-0.32,1.07,0.43
100000,-0.27,1.57,-0.34
100000,-0.72,0.41,-0.52
100000,0.42,1.26,0.79
100000,-1.10,0.52,-1.39
100000,0.63,1.02,1.92
100000,-0.94,0.81,-1.63
100000,0.25,0.91,1.36
100000,-0.52,1.13,-1.10
100000,-0.34,0.82,0.14
100000,-0.07,1.36,-0.07
100000,-0.83,0.63,-0.57
100000,0.41,1.37,0.91
100000,-1.15,0.50,-1.26
100000,0.63,1.04,1.91
100000,-1.04,0.69,-1.56
100000,0.47,1.06,1.78
100000,-0.75,0.92,-1.28
100000,-0.02,0.77,0.87
100000,-0.33,1.34,-0.66
100000,-0.56,0.62,-0.33
100001,0.18,1.42,0.41
100000,-0.97,0.53,-1.07
100000,0.59,1.14,1.63
100000,-1.06,0.69,-1.73
100000,0.46,0.93,1.83
100000,-0.73,0.96,-1.27
100001,-0.20,1.06,0.61
100000,-0.25,1.35,-0.37
100000,-0.57,0.62,-0.38
100000,0.23,1.43,0.47
100001,-0.98,0.49,-1.19
100000,0.66,1.06,1.68
100000,-1.06,0.64,-1.68
100000,0.43,1.06,1.79
100000,-0.72,0.94,-1.29
100000,-0.00,0.72,0.78
100000,-0.29,1.28,-0.64
100000,-0.59,0.75,-0.33
100000,0.13,1.51,0.37
100000,-0.95,0.50,-0.96
100000,0.60,1.18,1.49
100000,-1.16,0.60,-1.54
100000,0.60,0.98,1.97
100000,-0.92,0.83,-1.54
100000,0.12,1.11,1.14
100000,-0.45,1.23,-1.02
100000,-0.36,0.54,-0.08
100000,0.08,1.37,0.13
100000,-0.88,0.52,-1.00
100000,0.54,1.19,1.25
100000,-1.10,0.59,-1.55
100000,0.56,0.92,1.93
100000,-0.88,0.93,-1.49
100000,0.11,0.79,1.01
100000,-0.46,1.09,-1.11
100000,-0.42,1.00,0.03
100000,-0.09,1.59,-0.20
100000,-0.80,0.43,-0.80
100000,0.52,1.21,0.92
100000,-1.14,0.54,-1.55
100000,0.65,1.01,1.91
100000,-0.96,0.75,-1.70
100000,0.37,0.97,1.56
100000,-0.64,1.13,-1.28
100000,-0.13,0.61,0.42
100000,-0.09,1.24,-0.36
100000,-0.76,0.72,-0.58
100000,0.18,1.56,0.27
100000,-0.94,0.43,-1.10
100000,0.65,1.11,1.42
100000,-1.10,0.63,-1.76
100000,0.53,1.00,1.82
100000,-0.80,0.89,-1.44
100000,0.05,0.93,0.96
100000,-0.41,1.46,-0.88
100000,-0.48,0.46,-0.35
100000,0.24,1.28,0.23
100000,-0.94,0.47,-1.20
100000,0.64,1.08,1.46
100000,-1.04,0.71,-1.83
100000,0.48,0.93,1.86
100000,-0.81,0.91,-1.48
100000,-0.06,0.97,0.72
100000,-0.29,1.25,-0.70
100000,-0.63,0.72,-0.40
100000,0.27,1.48,0.44
100000,-1.01,0.50,-1.28
100000,0.69,1.02,1.74
100000,-0.95,0.65,-1.78
100000,0.32,1.10,1.40
100000,-0.56,1.03,-1.25
100000,-0.17,0.62,0.27
100000,-0.10,1.29,-0.36
100000,-0.79,0.65,-0.62
100000,0.40,1.38,0.71
100000,-0.99,0.44,-1.20
100000,0.67,1.08,1.61
100000,-1.08,0.69,-1.80
100000,0.56,0.98,1.73
100000,-0.86,0.90,-1.46
100000,0.12,1.05,1.08
100000,-0.49,1.23,-1.10
100000,-0.27,0.54,-0.01
100000,-0.00,1.29,-0.09
100000,-0.86,0.60,-0.73
100000,0.43,1.37,0.81
100000,-1.08,0.50,-1.34
100000,0.70,1.01,1.82
100000,-1.02,0.77,-1.90
100000,0.40,0.96,1.48
100000,-0.62,0.99,-1.34
100000,-0.26,1.06,0.39
100000,-0.38,1.46,-0.75
100000,-0.56,0.50,-0.43
100000,0.23,1.33,0.43
100000,-0.99,0.46,-1.23
