=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 19:28:02 =~=~=~=~=~=~=~=~=~=~=~=
100000,-0.25,0.92,-0.20
100000,-0.30,0.89,-0.24
100000,-0.26,0.92,-0.16
100000,-0.29,0.89,-0.21
100000,-0.28,0.92,-0.14
100002,-0.31,0.90,-0.22
100000,-0.28,0.92,-0.12
100000,-0.32,0.91,-0.19
100000,-0.26,0.92,-0.17
100000,-0.31,0.92,-0.15
100000,-0.25,0.93,-0.17
100000,-0.31,0.91,-0.16
100000,-0.25,0.92,-0.17
100000,-0.29,0.91,-0.21
100000,-0.27,0.88,-0.18
100000,-0.32,0.94,-0.16
100000,-0.28,0.92,-0.18
100000,-0.31,0.92,-0.10
100000,-0.30,0.92,-0.23
100000,-0.26,0.92,-0.18
100000,-0.30,0.90,-0.21
100000,-0.25,0.91,-0.18
100007,-0.30,0.90,-0.19
100004,-0.26,0.90,-0.15
100000,-0.32,0.91,-0.24
100000,-0.27,0.91,-0.14
100000,-0.34,0.92,-0.14
100000,-0.27,0.92,-0.10
100000,-0.32,0.92,-0.20
100000,-0.25,0.93,-0.16
100000,-0.29,0.89,-0.21
100000,-0.26,0.92,-0.15
100000,-0.29,0.87,-0.15
100000,-0.28,0.92,-0.11
100000,-0.32,0.91,-0.11
100000,-0.27,0.92,-0.13
100000,-0.32,0.92,-0.08
100000,-0.26,0.92,-0.12
100000,-0.29,0.91,-0.24
100000,-0.26,0.89,-0.19
100000,-0.32,0.93,-0.17
100000,-0.28,0.92,-0.14
100000,-0.31,0.92,-0.10
100000,-0.29,0.93,-0.20
100000,-0.26,0.90,-0.16
100000,-0.29,0.91,-0.18
100000,-0.25,0.89,-0.12
100000,-0.33,0.92,-0.16
100000,-0.27,0.92,-0.08
100000,-0.33,0.92,-0.13
100000,-0.25,0.93,-0.11
100000,-0.30,0.88,-0.17
100000,-0.27,0.93,-0.10
100000,-0.31,0.90,-0.14
100000,-0.28,0.94,-0.03
100000,-0.33,0.92,-0.06
100011,-0.26,0.94,-0.11
100000,-0.30,0.91,-0.11
100000,-0.27,0.90,-0.06
100000,-0.31,0.94,-0.08
100000,-0.28,0.93,-0.04
100000,-0.34,0.94,-0.02
100000,-0.29,0.94,-0.06
100000,-0.32,0.93,0.02
100000,-0.28,0.93,-0.15
100000,-0.26,0.89,-0.07
100000,-0.30,0.92,-0.13
100000,-0.27,0.90,-0.05
100000,-0.33,0.93,-0.12
100000,-0.28,0.92,-0.01
100000,-0.35,0.93,-0.03
100000,-0.28,0.93,-0.00
100000,-0.34,0.92,-0.09
100000,-0.26,0.94,-0.05
100000,-0.33,0.89,-0.09
100000,-0.27,0.94,-0.04
100000,-0.32,0.89,-0.05
