371664,0.96,-10.45,-1.19,-0.11,-0.34,0.03,19.84
371766,-1.70,-9.79,1.56,-0.02,0.50,-0.00,19.85
371868,-1.95,-9.54,2.67,-0.14,-0.51,0.03,19.85
371970,0.91,-10.62,-1.94,-0.04,0.31,0.02,19.84
372072,-3.54,-9.10,4.05,-0.08,-0.02,0.01,19.84
372174,0.94,-10.45,-0.95,-0.11,-0.43,0.04,19.85
372276,-1.75,-9.76,1.65,-0.00,0.56,0.01,19.83
372378,-2.09,-9.36,2.97,-0.14,-0.56,0.03,19.84
372480,1.66,-10.51,-2.71,-0.04,0.21,0.03,19.85
372582,-3.68,-8.92,3.97,-0.05,0.15,0.01,19.84
372684,0.80,-10.27,-0.50,-0.13,-0.51,0.04,19.84
372786,-1.18,-9.99,0.88,0.01,0.59,0.00,19.84
372888,-2.95,-9.15,3.49,-0.14,-0.45,0.02,19.83
372990,1.77,-10.64,-2.61,-0.06,0.10,0.02,19.84
373090,-3.74,-8.94,4.21,-0.06,0.07,0.01,19.84
373192,1.15,-10.41,-1.13,-0.13,-0.45,0.03,19.84
373294,-1.67,-9.75,1.69,0.00,0.59,0.00,19.84
373396,-2.29,-9.37,3.19,-0.15,-0.56,0.03,19.85
373498,1.71,-10.62,-2.74,-0.04,0.18,0.03,19.85
373600,-3.64,-8.89,3.98,-0.05,0.17,0.01,19.84
373702,0.71,-10.17,-0.40,-0.13,-0.50,0.04,19.84
373804,-1.17,-9.85,0.93,0.01,0.58,0.01,19.84
373906,-2.90,-9.09,3.31,-0.14,-0.43,0.02,19.84
374008,1.63,-10.69,-2.49,-0.05,0.09,0.03,19.85
374110,-3.54,-9.18,3.76,-0.04,0.23,0.00,19.84
374212,-0.06,-10.13,0.39,-0.13,-0.56,0.03,19.84
374314,-0.28,-10.32,-0.33,-0.02,0.56,0.00,19.84
374414,-2.58,-9.30,3.20,-0.14,-0.48,0.02,19.85
374516,1.48,-10.72,-2.53,-0.05,0.16,0.02,19.84
374618,-3.58,-9.09,4.02,-0.05,0.15,0.01,19.84
374720,0.73,-10.27,-0.40,-0.12,-0.50,0.04,19.84
374822,-0.66,-10.03,0.08,-0.00,0.59,0.01,19.84
374924,-2.94,-8.96,3.37,-0.13,-0.46,0.02,19.84
375026,1.89,-10.52,-2.62,-0.05,0.07,0.03,19.84
375128,-3.62,-8.99,3.92,-0.03,0.29,0.01,19.85
375230,-0.25,-10.05,0.66,-0.15,-0.62,0.04,19.86
375332,0.09,-10.46,-0.70,-0.00,0.55,0.01,19.84
375434,-3.46,-8.99,4.08,-0.12,-0.34,0.01,19.85
375536,1.72,-10.59,-2.13,-0.07,-0.13,0.03,19.86
375636,-3.65,-9.10,4.01,-0.05,0.20,0.00,19.85
375738,0.22,-10.23,0.18,-0.14,-0.57,0.04,19.84
375840,-0.69,-10.16,0.04,0.00,0.59,0.01,19.85
375942,-2.83,-9.28,3.17,-0.13,-0.40,0.02,19.85
376044,1.43,-10.69,-2.43,-0.05,0.10,0.03,19.84
376146,-3.17,-9.21,3.63,-0.04,0.25,0.01,19.85
376248,0.11,-10.10,0.10,-0.12,-0.48,0.04,19.84
376350,-0.99,-9.89,0.35,-0.02,0.50,0.01,19.84
376452,-2.25,-9.17,2.41,-0.12,-0.42,0.03,19.84
376554,1.11,-10.35,-1.91,-0.05,0.11,0.03,19.85
376656,-3.19,-9.08,3.78,-0.05,0.10,0.01,19.85
376758,0.56,-10.13,-0.49,-0.12,-0.40,0.03,19.84
376860,-1.41,-9.73,0.90,-0.01,0.48,0.00,19.85
376962,-1.87,-9.43,2.29,-0.14,-0.48,0.02,19.85
377062,-0.19,-10.30,-0.50,-0.01,0.45,0.01,19.84
377164,-3.10,-9.16,4.01,-0.11,-0.22,0.01,19.84
377266,1.05,-10.58,-1.64,-0.06,-0.05,0.02,19.85
377368,-2.96,-9.32,2.96,-0.05,0.26,-0.00,19.84
377470,-0.36,-10.05,0.22,-0.13,-0.47,0.03,19.85
377572,-0.62,-10.17,-0.23,-0.02,0.48,0.00,19.84
377674,-2.67,-9.33,3.27,-0.12,-0.37,0.02,19.84
377776,1.07,-10.64,-1.82,-0.05,0.11,0.02,19.84
377878,-3.24,-9.27,3.44,-0.04,0.22,0.01,19.84
377980,0.25,-10.26,-0.02,-0.12,-0.47,0.04,19.84
378082,-1.13,-10.00,0.56,-0.01,0.51,0.01,19.84
378184,-2.66,-9.20,3.07,-0.13,-0.41,0.02,19.83
378286,1.36,-10.46,-2.25,-0.05,0.12,0.03,19.84
378386,-3.41,-8.98,3.79,-0.08,-0.06,0.02,19.84
378488,1.00,-10.23,-1.30,-0.11,-0.35,0.04,19.85
378590,-2.00,-9.43,2.18,-0.01,0.47,0.01,19.85
378692,-1.50,-9.49,2.46,-0.14,-0.55,0.03,19.85
378794,0.85,-10.48,-2.03,-0.03,0.31,0.02,19.85
378896,-3.41,-8.97,3.75,-0.08,-0.05,0.01,19.86
378998,1.18,-10.41,-1.52,-0.10,-0.28,0.03,19.84
379100,-2.26,-9.60,2.68,-0.02,0.48,-0.00,19.84
379202,-1.81,-9.62,2.39,-0.14,-0.56,0.03,19.84
379304,0.86,-10.64,-1.94,-0.03,0.35,0.01,19.84
379406,-3.59,-9.05,4.23,-0.08,-0.03,0.01,19.84
379508,1.24,-10.46,-1.30,-0.11,-0.32,0.03,19.84
379610,-1.79,-9.76,1.73,-0.01,0.53,0.01,19.83
379712,-1.95,-9.56,2.54,-0.14,-0.53,0.03,19.84
379812,0.40,-10.51,-1.30,-0.02,0.43,0.02,19.84
379914,-3.45,-8.95,4.26,-0.10,-0.19,0.02,19.84
380016,1.42,-10.36,-1.77,-0.08,-0.17,0.04,19.84
380118,-2.70,-9.22,2.94,-0.01,0.45,0.01,19.83
380220,-1.29,-9.59,1.74,-0.15,-0.61,0.03,19.84
380322,0.68,-10.56,-1.49,-0.02,0.41,0.02,19.84
380424,-3.69,-8.94,4.51,-0.09,-0.12,0.01,19.85
380526,1.28,-10.47,-1.44,-0.10,-0.34,0.03,19.84
380628,-1.95,-9.68,2.12,-0.01,0.53,-0.00,19.84
380730,-1.77,-9.60,2.29,-0.14,-0.55,0.03,19.84
380832,0.85,-10.66,-1.95,-0.03,0.34,0.01,19.84
380934,-3.45,-9.11,4.13,-0.07,0.01,0.01,19.84
381036,0.97,-10.48,-1.10,-0.10,-0.34,0.03,19.83
381136,-2.62,-9.35,2.52,-0.02,0.42,0.01,19.84
381238,-0.70,-9.80,0.78,-0.13,-0.55,0.04,19.84
381340,-0.09,-10.19,-0.78,-0.02,0.45,0.02,19.84
381442,-2.98,-8.99,3.89,-0.11,-0.31,0.02,19.84
381544,1.19,-10.46,-1.70,-0.07,-0.09,0.03,19.84
381646,-3.00,-9.21,3.00,-0.03,0.30,0.00,19.84
381748,-0.11,-10.05,-0.13,-0.13,-0.50,0.03,19.83
381850,-0.32,-10.24,-0.38,-0.02,0.48,0.00,19.83
381952,-2.92,-9.16,3.73,-0.12,-0.35,0.02,19.84
382054,1.20,-10.59,-1.87,-0.06,0.04,0.03,19.84
382156,-3.36,-9.21,3.72,-0.05,0.18,0.01,19.85
382258,0.16,-10.19,-0.01,-0.12,-0.49,0.04,19.85
